NAME	TITLE	SCORE	
RNU5B-4P	RNA, U5B small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:34184]	0.6866302	
FAM156A	family with sequence similarity 156 member A [Source:HGNC Symbol;Acc:HGNC:30114]	0.6864213	
PEX11B	peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]	0.6864099	
GPATCH1	G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24658]	0.68626434	
PRAMENP	PRAME N-terminal like, pseudogene [Source:HGNC Symbol;Acc:HGNC:34302]	0.68614924	
OR4G11P	olfactory receptor family 4 subfamily G member 11 pseudogene [Source:HGNC Symbol;Acc:HGNC:31276]	0.6861284	
RN7SL263P	RNA, 7SL, cytoplasmic 263, pseudogene [Source:HGNC Symbol;Acc:HGNC:46279]	0.68595594	
POTEI	POTE ankyrin domain family member I [Source:HGNC Symbol;Acc:HGNC:37093]	0.68588173	
RN7SL277P	RNA, 7SL, cytoplasmic 277, pseudogene [Source:HGNC Symbol;Acc:HGNC:46293]	0.6858017	
BMPER	BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154]	0.6857617	
SSR3	signal sequence receptor subunit 3 [Source:HGNC Symbol;Acc:HGNC:11325]	0.6853709	
SMIM3	small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]	0.68520004	
KIAA0753	KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110]	0.6850583	
IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]	0.6848499	
DNMBP-AS1	DNMBP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20431]	0.6848499	
CCDC190	coiled-coil domain containing 190 [Source:HGNC Symbol;Acc:HGNC:28736]	0.684715	
LTO1	LTO1 maturation factor of ABCE1 [Source:HGNC Symbol;Acc:HGNC:17589]	0.6846335	
AC022613.1	novel transcript, antisense to TJP1	0.68438077	
SCX	scleraxis bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:32322]	0.684169	
GGT2	gamma-glutamyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4251]	0.6841157	
SCARA5	scavenger receptor class A member 5 [Source:HGNC Symbol;Acc:HGNC:28701]	0.68405485	
LIX1L	limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]	0.68376184	
KIFC1	kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]	0.6836199	
PPIC	peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]	0.6835933	
PAUPAR	PAX6 upstream antisense RNA [Source:HGNC Symbol;Acc:HGNC:49670]	0.6834556	
RASD2	RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229]	0.68274945	
DPP9	dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]	0.6823854	
SNORA63C	small nucleolar RNA, H/ACA box 63C [Source:HGNC Symbol;Acc:HGNC:52210]	0.68221426	
LINC02636	long intergenic non-protein coding RNA 2636 [Source:HGNC Symbol;Acc:HGNC:54119]	0.6820674	
ABCG4	ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884]	0.68206006	
CAMKK1	calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]	0.68180037	
PHACTR2	phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]	0.6817916	
ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	0.68142956	
TMSB4XP2	TMSB4X pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:11884]	0.6813979	
SLC4A8	solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]	0.6813856	
KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:6240]	0.68136495	
RPSAP5	ribosomal protein SA pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:20139]	0.68133724	
HDGFL2	HDGF like 2 [Source:HGNC Symbol;Acc:HGNC:14680]	0.6810981	
GLDCP1	glycine decarboxylase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4314]	0.6809652	
ARHGEF17	Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726]	0.68084705	
C8orf88	chromosome 8 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:44672]	0.68077564	
ADNP-AS1	ADNP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51227]	0.68077147	
MT-TS2	mitochondrially encoded tRNA-Ser (AGU/C) 2 [Source:HGNC Symbol;Acc:HGNC:7498]	0.6803702	
CDC42EP5	CDC42 effector protein 5 [Source:HGNC Symbol;Acc:HGNC:17408]	0.6802766	
AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:23660]	0.68023646	
LINC01081	long intergenic non-protein coding RNA 1081 [Source:HGNC Symbol;Acc:HGNC:49124]	0.68022645	
MAK	male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]	0.680215	
RAD51AP2	RAD51 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:34417]	0.6800996	
HMX2	H6 family homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5018]	0.6800237	
MIB2	mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]	0.6797903	
GNA15	G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]	0.67963684	
TRAPPC3L	trafficking protein particle complex 3 like [Source:HGNC Symbol;Acc:HGNC:21090]	0.6794923	
LINC02600	long intergenic non-protein coding RNA 2600 [Source:HGNC Symbol;Acc:HGNC:53177]	0.67947406	
VWA5B2	von Willebrand factor A domain containing 5B2 [Source:HGNC Symbol;Acc:HGNC:25144]	0.6793009	
KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]	0.679065	
IFITM1	interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]	0.6789605	
TBL1X	transducin beta like 1 X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	0.6789495	
ASB1	ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]	0.678935	
AL023553.1	novel transcript, antisense to TSPO	0.67882884	
FADS2	fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]	0.67852914	
SAMD3	sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21574]	0.67846143	
EPN2-AS1	EPN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40849]	0.67841834	
MTND5P28	MT-ND5 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42290]	0.6780374	
TMEM132D	transmembrane protein 132D [Source:HGNC Symbol;Acc:HGNC:29411]	0.67781174	
FOXJ1	forkhead box J1 [Source:HGNC Symbol;Acc:HGNC:3816]	0.6776091	
ZSCAN5A	zinc finger and SCAN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:23710]	0.67756695	
LIFR	LIF receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6597]	0.6775502	
LPXN	leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]	0.677414	
C9orf116	chromosome 9 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28435]	0.6772673	
G2E3	G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]	0.67724335	
PGM2L1	phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]	0.67715144	
PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	0.67692786	
TVP23CP1	TVP23C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44646]	0.6767564	
HSPE1P7	heat shock protein family E (Hsp10) member 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:49327]	0.67665136	
OSBPL6	oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]	0.6765497	
DUSP23	dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]	0.6764303	
KRTCAP2P1	KRTCAP2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54589]	0.67630744	
CYP51A1P1	cytochrome P450 family 51 subfamily A member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20245]	0.67578673	
CHORDC1P1	CHORDC1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54687]	0.6757713	
AC004690.2	novel transcript	0.6755628	
EXOSC2	exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]	0.6754151	
ATAD3A	ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]	0.67521006	
RASGRP4	RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:HGNC:18958]	0.67509043	
AC061992.2	novel transcript	0.67505634	
ITPRIPL2	ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]	0.6750337	
LINC02599	long intergenic non-protein coding RNA 2599 [Source:HGNC Symbol;Acc:HGNC:53931]	0.6744172	
RPS6KA3	ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]	0.67419404	
DNAJC9-AS1	DNAJC9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31432]	0.67411834	
MAP1LC3C	microtubule associated protein 1 light chain 3 gamma [Source:HGNC Symbol;Acc:HGNC:13353]	0.6740416	
FXYD5	FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]	0.6737885	
LINC01331	long intergenic non-protein coding RNA 1331 [Source:HGNC Symbol;Acc:HGNC:50538]	0.6737319	
LINC00342	long intergenic non-protein coding RNA 342 [Source:HGNC Symbol;Acc:HGNC:42470]	0.6730678	
SCD5	stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088]	0.6730594	
ADCY10	adenylate cyclase 10 [Source:HGNC Symbol;Acc:HGNC:21285]	0.6730318	
FAM172BP	family with sequence similarity 172 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:34336]	0.6729805	
AC109466.1	novel transcript	0.672804	
PPAT	phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:HGNC:9238]	0.6727719	
PHIP	pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]	0.6726519	
HOXC-AS3	HOXC cluster antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:43751]	0.6716377	
NPHP4	nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]	0.67111033	
PGA3	pepsinogen A3 [Source:HGNC Symbol;Acc:HGNC:8885]	0.6709379	
MIR646HG	MIR646 host gene [Source:HGNC Symbol;Acc:HGNC:27659]	0.67086583	
HIPK4	homeodomain interacting protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:19007]	0.67067736	
SPATA31C2	SPATA31 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:24508]	0.6706579	
CORO1A	coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]	0.6706278	
DUOX1	dual oxidase 1 [Source:HGNC Symbol;Acc:HGNC:3062]	0.67058647	
EML4	EMAP like 4 [Source:HGNC Symbol;Acc:HGNC:1316]	0.6705084	
LEF1-AS1	LEF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40339]	0.67037153	
PTMS	parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]	0.66995555	
PTPRN2	protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]	0.669773	
MANF	mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]	0.66898394	
C1orf159	chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]	0.66897035	
RNU1-56P	RNA, U1 small nuclear 56, pseudogene [Source:HGNC Symbol;Acc:HGNC:48398]	0.6689055	
VPS13B-DT	VPS13B divergent transcript [Source:HGNC Symbol;Acc:HGNC:54375]	0.66769046	
SLC4A3	solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]	0.6676656	
NCLP1	nucleolin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35472]	0.66738445	
LINC02705	long intergenic non-protein coding RNA 2705 [Source:HGNC Symbol;Acc:HGNC:54222]	0.6673551	
GAPDHP14	glyceraldehyde-3-phosphate dehydrogenase pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:4160]	0.6672425	
TMEM65	transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]	0.6665084	
LINC02069	long intergenic non-protein coding RNA 2069 [Source:HGNC Symbol;Acc:HGNC:52915]	0.66631037	
RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]	0.6660063	
GLT8D1	glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]	0.6659884	
RN7SL351P	RNA, 7SL, cytoplasmic 351, pseudogene [Source:HGNC Symbol;Acc:HGNC:46367]	0.6659705	
SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	0.6659113	
NKAPL	NFKB activating protein like [Source:HGNC Symbol;Acc:HGNC:21584]	0.6657864	
SNX27	sorting nexin 27 [Source:HGNC Symbol;Acc:HGNC:20073]	0.6657516	
GAREM1	GRB2 associated regulator of MAPK1 subtype 1 [Source:HGNC Symbol;Acc:HGNC:26136]	0.66574174	
MIRLET7A1HG	miRlet-7a-1/let-7f-1/let-7d cluster host gene [Source:HGNC Symbol;Acc:HGNC:53970]	0.6657019	
GPS2P2	G protein pathway suppressor 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49623]	0.66514754	
HBA2	hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]	0.6651377	
SYTL3	synaptotagmin like 3 [Source:HGNC Symbol;Acc:HGNC:15587]	0.6651218	
GSDMC	gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]	0.66501313	
ENO1-AS1	ENO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40214]	0.6648937	
RNU4ATAC	RNA, U4atac small nuclear (U12-dependent splicing) [Source:HGNC Symbol;Acc:HGNC:34016]	0.66452	
KLHL29	kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]	0.6644683	
DNAH10OS	dynein axonemal heavy chain 10 opposite strand [Source:HGNC Symbol;Acc:HGNC:37121]	0.6641357	
KLHL24	kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]	0.66400343	
NEK10	NIMA related kinase 10 [Source:HGNC Symbol;Acc:HGNC:18592]	0.6638141	
IFNW1	interferon omega 1 [Source:HGNC Symbol;Acc:HGNC:5448]	0.6637839	
SHCBP1	SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]	0.6637246	
FNDC4	fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]	0.6637034	
IGHV4-61	immunoglobulin heavy variable 4-61 [Source:HGNC Symbol;Acc:HGNC:5655]	0.6635551	
RPL23AP87	ribosomal protein L23a pseudogene 87 [Source:HGNC Symbol;Acc:HGNC:51578]	0.66350484	
LDHC	lactate dehydrogenase C [Source:HGNC Symbol;Acc:HGNC:6544]	0.6634256	
C10orf67	chromosome 10 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:28716]	0.66321814	
RNU1-75P	RNA, U1 small nuclear 75, pseudogene [Source:HGNC Symbol;Acc:HGNC:48417]	0.6628723	
SNORA84	small nucleolar RNA, H/ACA box 84 [Source:HGNC Symbol;Acc:HGNC:33615]	0.66283995	
STK25	serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]	0.6621777	
SAG	S-antigen visual arrestin [Source:HGNC Symbol;Acc:HGNC:10521]	0.6620392	
RCN1	reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934]	0.6618181	
CDK8P2	cyclin dependent kinase 8 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52296]	0.6614927	
ZKSCAN7	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]	0.6614853	
CTAGE14P	CTAGE family member 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:37299]	0.6611787	
UBE2CP2	ubiquitin conjugating enzyme E2 C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43551]	0.66110027	
P2RY14	purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442]	0.6610539	
MC1R	melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]	0.66099024	
BCLAF1P1	BCL2 associated transcription factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51329]	0.6607382	
SPATA31A6	SPATA31 subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:32006]	0.6607086	
UBE2FP1	UBE2F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44535]	0.6606881	
SAFB2	scaffold attachment factor B2 [Source:HGNC Symbol;Acc:HGNC:21605]	0.6606724	
COX19	cytochrome c oxidase assembly factor COX19 [Source:HGNC Symbol;Acc:HGNC:28074]	0.6603789	
CACNA1D	calcium voltage-gated channel subunit alpha1 D [Source:HGNC Symbol;Acc:HGNC:1391]	0.66034865	
MTCO3P5	MT-CO3 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:52123]	0.66017944	
CATSPER4	cation channel sperm associated 4 [Source:HGNC Symbol;Acc:HGNC:23220]	0.66012776	
TAC4	tachykinin precursor 4 [Source:HGNC Symbol;Acc:HGNC:16641]	0.6600841	
FKBP1B	FKBP prolyl isomerase 1B [Source:HGNC Symbol;Acc:HGNC:3712]	0.65974015	
DYNC1I2	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	0.6596749	
ZYX	zyxin [Source:HGNC Symbol;Acc:HGNC:13200]	0.6592617	
RN7SKP255	RN7SK pseudogene 255 [Source:HGNC Symbol;Acc:HGNC:45979]	0.65895486	
DZIP1L	DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]	0.65892476	
PRELID2P1	PRELI domain containing 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43892]	0.658802	
RTL5	retrotransposon Gag like 5 [Source:HGNC Symbol;Acc:HGNC:29430]	0.65868497	
WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]	0.65814286	
TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1 [Source:HGNC Symbol;Acc:HGNC:29984]	0.65807366	
LINC01600	long intergenic non-protein coding RNA 1600 [Source:HGNC Symbol;Acc:HGNC:21600]	0.65806717	
CHST6	carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]	0.65797406	
TASOR2	transcription activation suppressor family member 2 [Source:HGNC Symbol;Acc:HGNC:23484]	0.6579109	
C20orf202	chromosome 20 open reading frame 202 [Source:HGNC Symbol;Acc:HGNC:37254]	0.65766895	
LINC01394	long intergenic non-protein coding RNA 1394 [Source:HGNC Symbol;Acc:HGNC:50670]	0.6573431	
LHCGR	luteinizing hormone/choriogonadotropin receptor [Source:HGNC Symbol;Acc:HGNC:6585]	0.65712374	
HDAC10	histone deacetylase 10 [Source:HGNC Symbol;Acc:HGNC:18128]	0.65710163	
SNORD114-21	small nucleolar RNA, C/D box 114-21 [Source:HGNC Symbol;Acc:HGNC:33009]	0.6567295	
RBM4	RNA binding motif protein 4 [Source:HGNC Symbol;Acc:HGNC:9901]	0.6563348	
DUOXA1	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]	0.65631986	
MIR3685	microRNA 3685 [Source:HGNC Symbol;Acc:HGNC:38886]	0.656118	
SLC35B4	solute carrier family 35 member B4 [Source:HGNC Symbol;Acc:HGNC:20584]	0.65562814	
AC005300.1	ribosomal protein L32 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:10338]	0.65560555	
ZNF684	zinc finger protein 684 [Source:HGNC Symbol;Acc:HGNC:28418]	0.6555077	
SNHG9	small nucleolar RNA host gene 9 [Source:HGNC Symbol;Acc:HGNC:33102]	0.6552805	
AC012146.1	novel transcript, antisense to ZNF232	0.6551819	
RBM46	RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]	0.65514714	
SAP30-DT	SAP30 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54424]	0.6549456	
CISD1	CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]	0.65490377	
RNU6-1206P	RNA, U6 small nuclear 1206, pseudogene [Source:HGNC Symbol;Acc:HGNC:48169]	0.65488636	
RASSF10-DT	RASSF10 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54255]	0.6547449	
ATP8B3	ATPase phospholipid transporting 8B3 [Source:HGNC Symbol;Acc:HGNC:13535]	0.6544757	
RECQL	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]	0.65438455	
LINC00498	long intergenic non-protein coding RNA 498 [Source:HGNC Symbol;Acc:HGNC:43435]	0.65424275	
COX20P1	COX20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31435]	0.653884	
SLC25A24P2	SLC25A24 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48934]	0.6538233	
MYOF	myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]	0.6536044	
OPRM1	opioid receptor mu 1 [Source:HGNC Symbol;Acc:HGNC:8156]	0.65348643	
CDH20	cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]	0.65347004	
GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	0.6532931	
PADI6	peptidyl arginine deiminase 6 [Source:HGNC Symbol;Acc:HGNC:20449]	0.653158	
BPNT2	3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]	0.6529404	
PLA2G7	phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040]	0.6527555	
CDC42P3	cell division cycle 42 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44427]	0.652621	
POGLUT3	protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]	0.65256906	
NLGN2	neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]	0.652459	
AL049569.2	novel transcript, antisense to MFAP2	0.652101	
RPL7AP34	ribosomal protein L7a pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:36778]	0.652078	
METTL27	methyltransferase like 27 [Source:HGNC Symbol;Acc:HGNC:19068]	0.65207195	
LINC01781	long intergenic non-protein coding RNA 1781 [Source:HGNC Symbol;Acc:HGNC:52571]	0.6520275	
MIR760	microRNA 760 [Source:HGNC Symbol;Acc:HGNC:33666]	0.65186775	
KRTAP4-1	keratin associated protein 4-1 [Source:HGNC Symbol;Acc:HGNC:18907]	0.65184414	
OTOF	otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]	0.6517325	
FAM90A20P	family with sequence similarity 90 member A20, pseudogene [Source:HGNC Symbol;Acc:HGNC:32268]	0.6516467	
TRAV8-6	T cell receptor alpha variable 8-6 [Source:HGNC Symbol;Acc:HGNC:12151]	0.6515053	
LINC01686	long intergenic non-protein coding RNA 1686 [Source:HGNC Symbol;Acc:HGNC:27643]	0.65131825	
NAAA	N-acylethanolamine acid amidase [Source:HGNC Symbol;Acc:HGNC:736]	0.6512245	
TRGV8	T cell receptor gamma variable 8 [Source:HGNC Symbol;Acc:HGNC:12294]	0.65117466	
PTGIS	prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]	0.6511152	
SULT1A3	sulfotransferase family 1A member 3 [Source:HGNC Symbol;Acc:HGNC:11455]	0.6510314	
CGAS	cyclic GMP-AMP synthase [Source:HGNC Symbol;Acc:HGNC:21367]	0.65097827	
CD226	CD226 molecule [Source:HGNC Symbol;Acc:HGNC:16961]	0.6509662	
NXF5	nuclear RNA export factor 5 [Source:HGNC Symbol;Acc:HGNC:8075]	0.6505913	
AKR7A3	aldo-keto reductase family 7 member A3 [Source:HGNC Symbol;Acc:HGNC:390]	0.6503882	
GALNT6	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]	0.6502938	
PRMT5-AS1	PRMT5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40533]	0.65005493	
ABHD3	abhydrolase domain containing 3, phospholipase [Source:HGNC Symbol;Acc:HGNC:18718]	0.6499626	
TMEM234	transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837]	0.64977604	
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]	0.6497545	
TOP2A	DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]	0.64961183	
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]	0.649297	
KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241]	0.649155	
ISM1	isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]	0.64913297	
EPYC	epiphycan [Source:HGNC Symbol;Acc:HGNC:3053]	0.6490757	
PLCH2	phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]	0.64902806	
PAGR1	PAXIP1 associated glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28707]	0.64871246	
MYL12A	myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]	0.6487096	
DRD5	dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026]	0.648621	
MTND5P42	MT-ND5 pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:52321]	0.6485423	
UBE2E2-AS1	UBE2E2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44512]	0.64833295	
LANCL3	LanC like 3 [Source:HGNC Symbol;Acc:HGNC:24767]	0.6482661	
POTEKP	POTE ankyrin domain family member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:30182]	0.6482282	
SMC6	structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:HGNC:20466]	0.6480246	
REX1BD	required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]	0.6480208	
SHROOM4	shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]	0.6479557	
CWC22	CWC22 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:29322]	0.64705783	
TTC36	tetratricopeptide repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:33708]	0.6466405	
DPRXP4	divergent-paired related homeobox pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:32170]	0.6466397	
CLEC6A	C-type lectin domain containing 6A [Source:HGNC Symbol;Acc:HGNC:14556]	0.64617527	
DLX2-DT	DLX2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50638]	0.6461303	
RNF149	ring finger protein 149 [Source:HGNC Symbol;Acc:HGNC:23137]	0.64597076	
LINC02461	long intergenic non-protein coding RNA 2461 [Source:HGNC Symbol;Acc:HGNC:53398]	0.64574	
TMDD1	transmembrane and death domain 1 [Source:HGNC Symbol;Acc:HGNC:53646]	0.645701	
RAPGEFL1	Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428]	0.6456643	
NKG7	natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]	0.64558154	
